Offset(P)            #Ptr   #Hnd Access Name
0x00000000022199d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\certcli.dll
0x0000000002219b30      1      0 -W---- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\msg\m_slovak.wnry
0x0000000002219df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\themeui.dll
0x000000000221aa90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msapsspc.dll
0x000000000221aeb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lmhsvc.dll
0x000000000221b3d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
0x000000000221b800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.dll
0x000000000221bc28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winmm.dll
0x000000000221ceb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcrt40.dll
0x000000000221d3d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\w32time.dll
0x000000000221dad8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Games\Freecell.lnk
0x000000000221dd00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\es.dll
0x000000000221e4b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scesrv.dll
0x000000000221ed20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kerberos.dll
0x000000000221f668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\AcGenral.dll
0x000000000221fb90      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Games\Internet Hearts.lnk
0x000000000221fd20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsrslvr.dll
0x0000000002220668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shgina.dll
0x0000000002220a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comres.dll
0x0000000002220e98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\umpnpmgr.dll
0x00000000022213d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptdll.dll
0x0000000002221800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samsrv.dll
0x0000000002221c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samlib.dll
0x0000000002222028      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1\dicts
0x00000000022239d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasapi32.dll
0x0000000002223df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\adsldpc.dll
0x00000000022243b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\activeds.dll
0x0000000002225128      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\crypt32.dll
0x00000000022259d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mprapi.dll
0x0000000002225df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptui.dll
0x0000000002226740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rastls.dll
0x0000000002226ab0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\drivers\fips.sys
0x0000000002226eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userinit.exe
0x0000000002227128      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msasn1.dll
0x0000000002227d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\powrprof.dll
0x0000000002228668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscui.dll
0x0000000002228eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\atl.dll
0x0000000002229158      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system
0x0000000002229320      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\ctfmon.exe
0x00000000022293d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\logonui.exe
0x0000000002229748      1      0 -W---- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\msg\m_vietnamese.wnry
0x00000000022298d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappcfg.dll
0x0000000002229c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tspkg.dll
0x000000000222a028      2      1 ------ \Device\Afd\Endpoint
0x000000000222a4d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mswsock.dll
0x000000000222a8f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rtutils.dll
0x000000000222ad20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wlnotify.dll
0x000000000222b220      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dimsntfy.dll
0x000000000222b648      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscdll.dll
0x000000000222ba90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleacc.dll
0x000000000222bc68      1      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\ega.cpi
0x000000000222beb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msimg32.dll
0x000000000222c320      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\Backup.lnk
0x000000000222c3d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasadhlp.dll
0x000000000222c800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winrnr.dll
0x000000000222d028      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\muweb.dll
0x000000000222d4b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clbcatq.dll
0x000000000222d8f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsvc.dll
0x000000000222dd20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eventlog.dll
0x000000000222e340      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dbghelp.dll
0x000000000222e800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsapi.dll
0x000000000222ec08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshtcpip.dll
0x000000000222f028      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Games\desktop.ini
0x000000000222f4b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dot3api.dll
0x000000000222f8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\hnetcfg.dll
0x000000000222fc10      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\History\History.IE5\index.dat
0x0000000002230668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wmi.dll
0x0000000002230ab0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eapolqec.dll
0x0000000002230eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\qutil.dll
0x0000000002231158      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\msagent
0x00000000022313d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\esent.dll
0x00000000022316b0      1      0 -W---- \Device\HarddiskVolume1\System Volume Information\_restore{915C6505-6DED-4903-B727-F8B5C05262FF}\drivetable.txt
0x0000000002231800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpsp2res.dll
0x0000000002231c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcss.dll
0x0000000002232418      1      0 -W---- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\msg\m_swedish.wnry
0x00000000022324d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntmarta.dll
0x00000000022328f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\svchost.exe
0x0000000002232d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scecli.dll
0x0000000002232f28      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Administrative Tools\Computer Management.lnk
0x0000000002233240      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wtsapi32.dll
0x0000000002233518      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\$WinMgmt.CFG
0x0000000002233668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winscard.dll
0x0000000002233d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntdsapi.dll
0x0000000002233f18      1      1 R--rw- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615
0x0000000002234028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\drprov.dll
0x00000000022345c0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\attrib.exe
0x0000000002234688      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Games\Spider Solitaire.lnk
0x0000000002234808      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\rundll32.exe
0x0000000002234b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptsvc.dll
0x0000000002234f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webclnt.dll
0x00000000022354b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\midimap.dll
0x00000000022358d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.drv
0x0000000002235e00      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Local Settings\Temp\24d004a104d4d54034dbcffc2a4b19a11f39008a575aa614ea04703480b1022c.bin
0x0000000002235f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdmaud.drv
0x0000000002236320      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Internet Browser Choice.lnk
0x00000000022364b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wkssvc.dll
0x00000000022368d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\audiosrv.dll
0x0000000002236d78      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\TASKSE.EXE-02A1B304.pf
0x0000000002236f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolsv.exe
0x0000000002237158      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\msagent\intl
0x0000000002237320      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\shell32.dll
0x00000000022374b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msidle.dll
0x00000000022378d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schedsvc.dll
0x0000000002238028      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\donny\NetHood
0x0000000002238758      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000022389d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmisvc.dll
0x0000000002238df8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000002238ef8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\WordPad.lnk
0x0000000002238f90      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Remote Desktop Connection.lnk
0x0000000002239028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ulib.dll
0x0000000002239668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msv1_0.dll
0x0000000002239f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\desk.cpl
0x000000000223a320      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x000000000223a4b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shdocvw.dll
0x000000000223a8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsapi.dll
0x000000000223ab70      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\rasmans.dll
0x000000000223ad00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappprxy.dll
0x000000000223b028      1      0 R--r-- \Device\HarddiskVolume1\System Volume Information\_restore{915C6505-6DED-4903-B727-F8B5C05262FF}\RP3\rp.log
0x000000000223b320      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\System Tools\Internet Explorer (No Add-ons).lnk
0x000000000223b4d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dpcdll.dll
0x000000000223b9d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vssapi.dll
0x000000000223bad0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x000000000223bdf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netshell.dll
0x000000000223c478      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Communications\Network Setup Wizard.lnk
0x000000000223c518      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\comres.dll
0x000000000223c5b0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x000000000223c740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x000000000223c8a0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Communications\HyperTerminal.lnk
0x000000000223cb68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x000000000223cf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\termsrv.dll
0x000000000223d8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\ncprov.dll
0x000000000223dd00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuapi.dll
0x000000000223e028      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Accessibility\On-Screen Keyboard.lnk
0x000000000223e3e8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000223e5a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\onex.dll
0x000000000223e9d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dot3dlg.dll
0x000000000223edf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x000000000223fb68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\explorer.exe
0x000000000223ff90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\raschap.dll
0x00000000022404b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\riched20.dll
0x0000000002240800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dssenh.dll
0x0000000002240c08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauclt.exe
0x0000000002240f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022415a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browseui.dll
0x0000000002241708      1      1 ------ \Device\NamedPipe\DAV RPC SERVICE
0x0000000002241d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemprox.dll
0x0000000002242240      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msi.dll
0x0000000002242478      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Windows Explorer.lnk
0x0000000002242648      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\colbact.dll
0x00000000022428a0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Paint.lnk
0x0000000002242a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comsvcs.dll
0x0000000002242c10      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\7-Zip\7-Zip Help.lnk
0x0000000002242d40      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\Disk Defragmenter.lnk
0x0000000002242dd8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\desktop.ini
0x0000000002242eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcons.dll
0x0000000002243320      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\sysmon.ocx
0x00000000022434b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msutb.dll
0x0000000002243d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\actxprxy.dll
0x0000000002244648      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\icaapi.dll
0x0000000002244a70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mstlsapi.dll
0x0000000002244bd8      1      1 ------ \Device\Afd\Endpoint
0x00000000022453d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tcpmon.dll
0x00000000022456e0      1      1 R--rw- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615
0x0000000002245800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\repdrvfs.dll
0x0000000002245d00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000002246028      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Entertainment\Sound Recorder.lnk
0x00000000022464b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiutils.dll
0x00000000022468f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemsvc.dll
0x0000000002246a88      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Set Program Access and Defaults.lnk
0x0000000002246c68      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000002246d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winhttp.dll
0x0000000002246f90      2      1 ------ \Device\NamedPipe\trkwks
0x00000000022473f0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Windows Media Player.lnk
0x0000000002247488      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000022475c0      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Internet Explorer\IEXPLORE.EXE
0x0000000002247840      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\sndvol32.exe
0x0000000002247a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuaueng.dll
0x0000000002247ca0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Games\Internet Backgammon.lnk
0x0000000002247e70      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\INDEX.MAP
0x0000000002247f08      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING.VER
0x0000000002248028      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Media\Windows XP Startup.wav
0x0000000002248b08      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING2.MAP
0x0000000002248ef8      2      1 ------ \Device\NamedPipe\W32TIME
0x0000000002248f90      1      1 ------ \Device\NamedPipe\W32TIME
0x00000000022490c0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mshearts.exe
0x0000000002249a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauserv.dll
0x0000000002249eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x000000000224a938      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\c_1250.nls
0x000000000224b4d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cnbjmon.dll
0x000000000224b8f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolss.dll
0x000000000224bd00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpapi.dll
0x000000000224c028      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Python 2.7\Python (command line).lnk
0x000000000224c740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browser.dll
0x000000000224ce98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wups2.dll
0x000000000224d320      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wsecedit.dll
0x000000000224d3d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wups.dll
0x000000000224d800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemess.dll
0x000000000224db70      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x000000000224dc28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprvsd.dll
0x000000000224e4d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspatcha.dll
0x000000000224e708      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000224e8f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cabinet.dll
0x000000000224ea80      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Games\Hearts.lnk
0x000000000224eb18      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x000000000224ed40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\ime\SPTIP.dll
0x000000000224f240      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sens.dll
0x000000000224f418      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Calculator.lnk
0x000000000224f668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\trkwks.dll
0x000000000224fa90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srsvc.dll
0x000000000224fca8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\tapisrv.dll
0x000000000224fd68      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x000000000224fe00      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ntlanman.dll
0x000000000224feb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\seclogon.dll
0x00000000022503d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psbase.dll
0x00000000022505b0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\cleanmgr.exe
0x0000000002250820      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscntfy.exe
0x0000000002250c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ctfmon.exe
0x00000000022512c0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\Scheduled Tasks.lnk
0x0000000002251840      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\donny
0x00000000022518d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\upnp.dll
0x0000000002251d40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\alg.exe
0x0000000002251f28      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\winmine.exe
0x00000000022524d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\verclsid.exe
0x00000000022528f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\resutils.dll
0x0000000002252d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clusapi.dll
0x0000000002253240      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcomn.dll
0x00000000022535b0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msxml3.dll
0x0000000002253668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\esscli.dll
0x0000000002254028      3      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x00000000022552f0      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP
0x0000000002255a60      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu
0x00000000022562d8      1      0 R--rw- \Device\HarddiskVolume1\Program Files\MSN Gaming Zone\Windows\Rvsezm.exe
0x0000000002256700      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Python 2.7\IDLE (Python GUI).lnk
0x0000000002256c88      1      0 -W---- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\t.wnry
0x0000000002257b30      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0000000002257f90      3      1 ------ \Device\NamedPipe\net\NtControlPipe8
0x00000000022586a0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0000000002258930      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ersvc.dll
0x0000000002258a68      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Entertainment\desktop.ini
0x0000000002258b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscsvc.dll
0x0000000002258eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regsvc.dll
0x0000000002259408      1      0 R--rw- \Device\HarddiskVolume1\Program Files\MSN Gaming Zone\Windows\chkrzm.exe
0x0000000002259600      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipnathlp.dll
0x0000000002259858      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\localspl.dll
0x0000000002259b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpsrv.dll
0x0000000002259d60      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows Media Player\wmplayer.exe
0x000000000225a858      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x000000000225aba8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netcfgx.dll
0x000000000225b390      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wsock32.dll
0x000000000225b6c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mtxclu.dll
0x000000000225b9f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcore.dll
0x000000000225bba0      1      0 R--rw- \Device\HarddiskVolume1\Python27\DLLs\py.ico
0x000000000225ee10      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\donny\NTUSER.DAT
